"","GEOID","count","area","density"
"56","36061010000",14,1859881.00498962,7.52736328960902e-06
"57","36061010100",38,1891377.98651123,2.00911717652448e-05
"58","36061010200",13,1860992.6890564,6.98551911377553e-06
"59","36061010400",10,1864600.3694458,5.36307949084673e-06
"60","36061010801",4,763140.638214111,5.24149783106916e-06
"61","36061010802",39,617743.754928589,6.3132973322423e-05
"62","36061010803",24,583083.68649292,4.1160472426099e-05
"63","36061010900",25,1891364.51332092,1.32179703192719e-05
"64","36061011201",4,856164.278198242,4.6720005749572e-06
"65","36061011202",16,839525.673049927,1.90583808376858e-05
"66","36061011203",24,841193.01008606,2.85309075470618e-05
"67","36061011300",19,1890907.26841736,1.00480866076011e-05
"68","36061011402",13,1063547.35351563,1.22232451211764e-05
"69","36061011800",11,1903276.16598511,5.77950809062254e-06
"70","36061011900",35,1911310.68699646,1.83120411757865e-05
"71","36061012000",5,1862415.51126099,2.68468554399799e-06
"72","36061012101",7,959570.576065063,7.29492980985837e-06
"73","36061012102",3,959890.059265137,3.12535792098598e-06
"74","36061012200",5,1857829.44406128,2.69131271225297e-06
"75","36061012500",3,1875481.30314636,1.59958939338244e-06
"76","36061012601",9,1015522.49464417,8.86243293227445e-06
"77","36061012602",3,960965.251983643,3.12186105981183e-06
"78","36061012700",0,1872371.15960693,0
"79","36061013000",10,1918144.60557556,5.21337128125405e-06
"80","36061013100",10,1874645.76615906,5.33434112221046e-06
"81","36061013201",46,839787.974487305,5.47757307766681e-05
"82","36061013202",160,727876.704940796,0.000219817448358942
"83","36061013300",7,1876670.07208252,3.73001099347856e-06
"84","36061013601",172,400550.316329956,0.000429409222731243
"85","36061013602",1,607002.755142212,1.64743898034814e-06
"86","36061014801",0,559215.97958374,0
"87","36061014900",8,1880350.19665527,4.25452663776686e-06
"88","36061015001",4,556354.460357666,7.18966106145442e-06
"89","36061015002",8,1352304.14648438,5.91582893596667e-06
"90","36061015101",1,1179802.65730286,8.47599379277628e-07
"91","36061015301",3,934986.551925659,3.20860229895428e-06
"92","36061015302",3,938455.167480469,3.19674301336556e-06
"93","36061015401",0,763019.686889648,0
"94","36061015402",1,590439.348129272,1.69365406145164e-06
"95","36061015403",5,555763.313201904,8.99663558429871e-06
"96","36061015501",0,928265.538330078,0
"97","36061015601",6,791936.964935303,7.57636057623623e-06
"98","36061015602",15,1169910.01635742,1.28214989104062e-05
"99","36061015700",5,1958586.74021912,2.55286115101577e-06
"100","36061015801",4,1353075.76219177,2.95622766423709e-06
"101","36061015802",7,551587.644119263,1.26906396012135e-05
"102","36061016001",7,1352632.29777527,5.17509452606831e-06
"103","36061016100",4,1677359.66531372,2.38470024212241e-06
"104","36061016200",770,2927429.50875854,0.000263029390697964
"105","36061016400",4,1911300.53079224,2.09281582647915e-06
"106","36061016500",2,2199114.59960938,9.09456924325477e-07
"107","36061016600",5,1871913.93571472,2.67106297175513e-06
"108","36061016900",2,1937087.87968445,1.03247768001408e-06
"109","36061017000",5,1969157.88717651,2.53915647524297e-06
"110","36061017100",24,2262383.01454163,1.0608283321497e-05
"111","36061017200",7,1912754.75559998,3.65964323419198e-06
"112","36061017300",6,1921881.19268799,3.12194115995706e-06
"113","36061017401",1,1086203.70930481,9.20637622053434e-07
"114","36061017402",1,547579.126785278,1.82622008598244e-06
"115","36061017500",13,2318094.02319336,5.60805552748523e-06
"116","36061017700",3,1878929.74703979,1.59665362940069e-06
"117","36061018000",10,2287541.2570343,4.37150585557726e-06
"118","36061018100",4,1489902.89326477,2.68473872900196e-06
"119","36061018400",5,1903568.41941833,2.62664580321617e-06
"120","36061018600",0,1311722.3311615,0
"121","36061018700",60,2323892.25430298,2.58187529516063e-05
"122","36061019300",0,1892879.10545349,0
"123","36061019500",16,2338296.41365051,6.84258843600631e-06
"124","36061019600",17,1902453.31239319,8.93583032459013e-06
"125","36061019702",0,509562.330322266,0
"126","36061019900",52,2406577.22288513,2.16074512405048e-05
"127","36061020500",118,2977095.90406799,3.96359418044818e-05
"128","36061020600",5,1602693.85990906,3.11974739847304e-06
"129","36061020701",0,508116.403671265,0
"130","36061020800",6,1599291.60110474,3.75166104533744e-06
"131","36061021303",15,1643103.36985779,9.12906654272046e-06
"132","36061021500",4,750635.025756836,5.32882141486398e-06
"133","36061021600",2,1864443.26602173,1.07270627991138e-06
"134","36061021703",4,3384698.56825256,1.18178913700581e-06
"135","36061021800",7,1958684.88769531,3.57382652205816e-06
"136","36061022000",2,1882647.5546875,1.06233373050644e-06
"137","36061022102",4,1065533.64289856,3.75398752226991e-06
"138","36061022200",3,1953119.68037415,1.53600418353539e-06
"139","36061022301",107,2058402.2933197,5.19820641218948e-05
"140","36061022400",7,2099457.95407104,3.33419394583557e-06
"141","36061022500",25,2807019.54707336,8.90624364410478e-06
"142","36061022600",2,1642680.48660278,1.21752222438351e-06
"143","36061022800",0,1944083.43998718,0
"144","36061023100",4,1962707.27008057,2.03800131633272e-06
"145","36061023400",0,1167006.66091919,0
"146","36061023502",1,447807.897979736,2.23310040870528e-06
"147","36061024100",60,1909667.05325317,3.14190894678674e-05
"148","36061024301",1,1129761.70820618,8.85142409002148e-07
"149","36061024700",91,2731878.59870911,3.33104113934638e-05
"150","36061024900",0,652856.299514771,0
"151","36061025500",1106,4718124.84320068,0.000234415162115488
"152","36061026500",869,2081505.51350403,0.000417486283059186
"153","36061026700",2,519544.634231567,3.84952488819002e-06
"154","36061026900",8,1889655.54985046,4.23357579672819e-06
"155","36061027100",5,2075200.78465271,2.40940541126326e-06
"156","36061028100",0,974172.823806763,0
"157","36061029300",3,1690644.73179626,1.77447097168226e-06
"158","36061029500",4,1459956.24951172,2.73980812872837e-06
"159","36061030900",2,3282243.1847229,6.09339371716556e-07
"160","36005000200",3,4877122.63163757,6.15116786389417e-07
"161","36005001600",1,5221330.09713745,1.91522079890762e-07
"162","36005001904",0,930649.175247192,0
"163","36005002002",2,2205268.54956055,9.06919023716429e-07
"164","36005002300",4,1126745.17996216,3.55004846804344e-06
"165","36005002500",12,1372151.25715637,8.745391542962e-06
"166","36005002701",5,875817.560470581,5.70895152788838e-06
"167","36005002702",16,1677797.98910522,9.53630896204191e-06
"168","36005003800",1,682166.270126343,1.46591827211684e-06
"169","36005003900",7,2326464.74673462,3.00885711241705e-06
"170","36005004001",5,1325276.21777344,3.77279840454721e-06
"171","36005004200",352,5209131.48696899,6.75736446431719e-05
"172","36005004400",30,2870570.35980225,1.04508847510244e-05
"173","36005004600",27,1435084.9571991,1.88142171406331e-05
"174","36005004800",182,1600408.89596558,0.000113720937479664
"175","36005005001",2,1053604.26777649,1.89824591753104e-06
"176","36005005002",3,1226231.42463684,2.44652024057243e-06
"177","36005005400",9,2133456.89396667,4.21850566817246e-06
"178","36005006302",38,2808905.57389832,1.35284006529497e-05
"179","36005006400",56,1799541.0534668,3.11190455433715e-05
"180","36005006500",19,2816010.81167603,6.74713318614413e-06
"181","36005006800",12,1674049.11605835,7.16824846110533e-06
"182","36005007000",0,2207823.35057068,0
"183","36005007200",38,2283208.25187683,1.66432474868481e-05
"184","36005007400",0,2012633.62060547,0
"185","36005007600",3,2343060.64851379,1.28037658858848e-06
"186","36005007800",194,3355904.62031555,5.78085559481004e-05
"187","36005007900",1,2126625.73327637,4.70228486542085e-07
"188","36005008400",0,1674998.4506073,0
"189","36005008500",3,1966131.48222351,1.52583895183209e-06
"190","36005008600",2,2019879.83251953,9.90157913258269e-07
"191","36005008700",6,2302753.25282288,2.60557660385227e-06
"192","36005009200",449,3334997.94577026,0.000134632766586697
"193","36005009600",45,7271293.3710022,6.188720177274e-06
"194","36005011701",3,2406951.3099823,1.24638998203169e-06
"195","36005011702",6,12494773.7953949,4.80200770198127e-07
"196","36005011900",5,1811037.79689026,2.7608479561197e-06
"197","36005012101",4,1251776.20202637,3.19545937486654e-06
"198","36005012102",1,555873.815841675,1.79896942705577e-06
"199","36005012500",6,1828803.45513916,3.28083369655677e-06
"200","36005012901",3,1682640.15678406,1.78291239984058e-06
"201","36005013000",6,1248510.87055969,4.80572507735578e-06
"202","36005013100",2,2477239.18702698,8.07350380404836e-07
"203","36005013200",0,6520118.18353271,0
"204","36005013300",4,1734820.26737976,2.30571435854939e-06
"205","36005013500",2,1807152.89633179,1.10671321948445e-06
"206","36005014400",29,4326450.8903656,6.70295369920388e-06
"207","36005014900",2,1677784.83283997,1.19204796756603e-06
"208","36005015200",34,3050706.47506714,1.11449594636114e-05
"209","36005015300",6,2522690.15328979,2.37841337437954e-06
"210","36005015800",3,1751816.31617737,1.71250831054382e-06
"211","36005016000",19,5532194.03105164,3.43444208452468e-06
"212","36005016200",1,1944076.78523254,5.14382974785837e-07
"213","36005016400",3,1768615.26782227,1.69624228320383e-06
"214","36005017100",0,1863575.77168274,0
"215","36005017500",2,1631792.14091492,1.22564630007265e-06
"216","36005017701",2,1147267.58180237,1.74327247777539e-06
"217","36005017702",10,1516137.79284668,6.59570656913982e-06
"218","36005017901",2,825937.074584961,2.42149197746694e-06
"219","36005017902",5,827548.28742981,6.0419435046249e-06
"220","36005018101",0,831113.043884277,0
"221","36005018102",5,1040364.56022644,4.80600761612999e-06
"222","36005018302",3,1208595.54423523,2.48221997367889e-06
"223","36005018400",38,4814309.56573486,7.89313596916563e-06
"224","36005018900",531,3924104.37968445,0.000135317501427599
"225","36005019700",4,1592660.59127808,2.51152067295774e-06
"226","36005019900",1,1908255.88819885,5.24038734104928e-07
"227","36005020200",1,1343330.92520142,7.44418207933432e-07
"228","36005020400",0,1447956.02328491,0
"229","36005020601",2,1629908.82089233,1.22706250457928e-06
"230","36005020900",21,1429480.36112976,1.46906530310099e-05
"231","36005021002",0,1867344.60269165,0
"232","36005021100",9,1643801.98687744,5.47511200974782e-06
"233","36005021301",325,660910.223144531,0.000491746062655362
"234","36005021302",90,1812736.16030884,4.96487034189611e-05
"235","36005021501",2,986700.679595947,2.02695715261795e-06
"236","36005021502",4,1680526.9995575,2.38020573370927e-06
"237","36005021700",430,1730108.69117737,0.000248539298249162
"238","36005021800",954,3233495.63296509,0.000295036736797813
"239","36005021900",8,1551598.4871521,5.15597306019787e-06
"240","36005022101",3,732245.112182617,4.09698876795209e-06
"241","36005022102",1,842620.128662109,1.18677440282346e-06
"242","36005022300",4,1001578.1605072,3.99369730463611e-06
"243","36005022403",22,1338120.93577576,1.64409653954377e-05
"244","36005022404",1,999998.010879517,1.00000198912444e-06
"245","36005022500",16,1953063.11726379,8.19225956323201e-06
"246","36005022702",55,523884.248245239,0.000104985023283719
"247","36005022703",7,420601.091506958,1.66428479177739e-05
"248","36005022800",3,1851825.71760559,1.62002286256128e-06
"249","36005022902",9,995810.391662598,9.03786511503828e-06
"250","36005023200",0,1536082.3444519,0
"251","36005023301",1,1267798.7689209,7.88768710393338e-07
"252","36005023600",1,989504.944732666,1.01060636970356e-06
"253","36005023704",2,728192.34703064,2.74652707921942e-06
"254","36005023900",11,1913174.94233704,5.74960488796855e-06
"255","36005024100",1,1447513.7918396,6.90839704352061e-07
"256","36005024300",7,1608049.39553833,4.3531001096248e-06
"257","36005024400",0,1892754.11204529,0
"258","36005024501",0,1229586.37568665,0
"259","36005024502",2,1072966.53260803,1.86399103720286e-06
"260","36005024600",0,1640625.73442078,0
"261","36005024800",7,2992858.7572937,2.33890088629835e-06
"262","36005024900",2,1883310.3170166,1.061959880923e-06
"263","36005025000",0,1955822.59518433,0
"264","36005025100",1,2253250.3137207,4.43803333305096e-07
"265","36005025200",1,2048258.91326904,4.88219528069325e-07
"266","36005025300",8,1342439.58154297,5.95929985229203e-06
"267","36005025400",1,1828910.70681763,5.46773550109527e-07
"268","36005025500",20,1804868.76838684,1.10811380585169e-05
"269","36005026100",5,1883383.68742371,2.65479627618498e-06
"270","36005026300",21,1717334.05328369,1.22282557431655e-05
"271","36005026500",2,2173748.32061768,9.20069715997154e-07
"272","36005026601",1,1832956.28933716,5.45566746908964e-07
"273","36005026602",1,3269676.92718506,3.05840614308314e-07
"274","36005026701",1,742760.729522705,1.34632858234521e-06
"275","36005026702",1,1819284.86074829,5.49666531929854e-07
"276","36005027300",301,2183729.10061646,0.000137837609946686
"277","36005027700",175,1880013.05197144,9.3084460140577e-05
"278","36005027900",127,2954327.67974854,4.29877839450801e-05
"279","36005028600",3,2152041.66644287,1.39402505387302e-06
"280","36005028700",1,1670599.13868713,5.98587642506429e-07
"281","36005028800",4,3616695.33148193,1.10598201766722e-06
"282","36005028900",8,2069419.17674255,3.86581901332949e-06
"283","36005029500",1,2525074.33816528,3.960279445581e-07
"284","36005029600",18,7667424.55606079,2.34759401522532e-06
"285","36005030000",5,4490156.79846191,1.11354685914593e-06
"286","36005030100",0,1583340.30654907,0
"287","36005030201",79,2389517.84770203,3.30610629571038e-05
"288","36005030701",4,4267774.78860474,9.37256579395961e-07
"289","36005030900",4,13704874.8545532,2.91866948253896e-07
"290","36005031200",2,2175833.89318848,9.19187814042729e-07
"291","36005031400",0,2272270.80619812,0
"292","36005031600",2,1906941.28787231,1.04879998808538e-06
"293","36005031800",1,1919429.46864319,5.20988145871743e-07
"294","36005031900",1,2381412.18080139,4.19918906966992e-07
"295","36005032400",3,2875927.69429016,1.04314166380336e-06
"296","36005032600",1,3578483.47817993,2.79447985745239e-07
"297","36005032800",9,2202647.73875427,4.08599152812789e-06
"298","36005033000",7,2218401.12010193,3.15542574179658e-06
"299","36005033201",6,1224202.53533936,4.90114979082015e-06
"300","36005033202",1,1231671.81338501,8.11904591087211e-07
"301","36005033601",1,1377962.87896729,7.25708954329341e-07
"302","36005033602",0,607275.514709473,0
"303","36005033801",0,1231399.34596252,0
"304","36005033802",3,505775.593032837,5.93148432096293e-06
"305","36005034000",3,1704073.2467041,1.76048770544482e-06
"306","36005034200",1,1687802.78918457,5.92486282406922e-07
"307","36005034300",2,1318002.8821106,1.5174473646046e-06
"308","36005034400",0,1690333.11523438,0
"309","36005034800",7,4713702.79714966,1.48503210771643e-06
"310","36005035900",236,1451708.0947876,0.000162567117209971
"311","36005036000",3,2857374.89962769,1.04991473131191e-06
"312","36005036300",10,2378681.33558655,4.20400994887116e-06
"313","36005036400",4,2191494.05484009,1.82523880964481e-06
"314","36005036501",2,1034906.86125183,1.93254105744433e-06
"315","36005036800",5,1820227.83982849,2.74690887074396e-06
"316","36005036901",55,1067643.89549255,5.15153041498225e-05
"317","36005036902",37,672873.247848511,5.4988068136616e-05
"318","36005037000",2,1709084.31166077,1.17021728322843e-06
"319","36005037100",0,2128494.65205383,0
"320","36005037200",3,2008935.33206177,1.49332830784608e-06
"321","36005037300",8,1864495.10890198,4.29070581188667e-06
"322","36005037400",2,1799978.22947693,1.11112454986814e-06
"323","36005037504",3,2586046.37960815,1.16007200166865e-06
"324","36005038000",5,2283171.54629517,2.18993619122196e-06
"325","36005038200",1,1704010.21354675,5.868509425883e-07
"326","36005038301",3,1030540.55464172,2.91109358723198e-06
"327","36005038303",4,809976.795318604,4.93841307938532e-06
"328","36005038600",3,4405922.47389221,6.8090167672646e-07
"329","36005038700",1,1971794.5973053,5.07152216243326e-07
"330","36005038800",2,1593876.13534546,1.25480265100181e-06
"331","36005039000",4,1959260.15184021,2.04158697161429e-06
"332","36005039100",2,2213716.11206055,9.03458211784156e-07
"333","36005039200",0,1035615.77693176,0
"334","36005039400",2,1560974.4597168,1.28125094395385e-06
"335","36005039600",2,2402726.56526184,8.32387683607289e-07
"336","36005039800",2,2172955.40750122,9.20405450151364e-07
"337","36005040302",2,682700.658721924,2.92954162918808e-06
"338","36005040303",3,949187.694030762,3.16059723368345e-06
"339","36005040304",3,723328.345672607,4.14749403634993e-06
"340","36005040400",2,2316966.92051697,8.63197476964303e-07
"341","36005040501",0,873437.275817871,0
"342","36005040502",0,1534114.73939514,0
"343","36005040600",1,2403938.30702209,4.15984052951327e-07
"344","36005040701",1,630565.998794556,1.58587681846418e-06
"345","36005040702",3,1956959.06907654,1.53299067282774e-06
"346","36005040800",1,1323605.76203918,7.55511972431561e-07
"347","36005041500",5,1471377.99113464,3.39817506454905e-06
"348","36005041900",11,3505470.62554932,3.13795241067703e-06
"349","36005042000",12,1615128.64942932,7.42974871025909e-06
"350","36005042200",5,1884434.65353394,2.65331567248742e-06
"351","36005042300",2,1939179.56681824,1.03136400270634e-06
"352","36005042400",5,1882378.49137878,2.65621394576054e-06
"353","36005042800",3,1821034.94908142,1.64741484039792e-06
"354","36005042902",2,1011498.96244812,1.97726352102173e-06
"355","36005043000",3,2219376.10801697,1.35173123165705e-06
"356","36005043101",4,1102962.88838196,3.62659527544755e-06
"357","36005043400",4,3761013.02563477,1.06354324559269e-06
"358","36005043600",3,1679294.21463013,1.78646479804658e-06
"359","36005044200",4,2615882.21226501,1.52912083779817e-06
"360","36005044400",4,3923502.31599426,1.01949729548875e-06
"361","36005044800",1,1817407.01557922,5.50234477707952e-07
"362","36005044901",4,1709786.90583801,2.33947282339228e-06
"363","36005044902",0,1676583.50436401,0
"364","36005045600",154,9450408.93455505,1.6295591129068e-05
"365","36005045800",1,2582516.45500183,3.87219217156659e-07
"366","36005046203",97,9658648.14376831,1.00428132960391e-05
"367","36005046204",0,1470929.60214233,0
"368","36005046206",0,769105.552825928,0
"369","36005046207",24,1991140.53555298,1.20533933047246e-05
"370","36005046209",1,5133432.53674316,1.94801430201406e-07
"371","36005048401",11,5439600.14115906,2.02220746278166e-06
"372","36005048402",4,2046789.96775818,1.95427965888515e-06
"373","36005050400",388,79304337.3895874,4.8925445035109e-06
"374","36081000200",1,1665705.37973022,6.00346263011987e-07
"375","36081000400",4,2420866.25344849,1.65230111093583e-06
"376","36081000600",3,2307340.95129395,1.3001979609115e-06
"377","36081000702",5,3276086.41621399,1.52621126697209e-06
"378","36081000800",0,2043534.04270935,0
"379","36081001000",1,1743090.15411377,5.73693791821356e-07
"380","36081001200",2,2420973.94059753,8.26113807530854e-07
"381","36081001600",4,1623632.85923767,2.46361114043854e-06
"382","36081002400",2,1519335.34309387,1.31636508627999e-06
"383","36081002600",2,1593309.29241943,1.25524906527283e-06
"384","36081002800",2,2422506.15513611,8.25591297574073e-07
"385","36081003000",0,1220952.71516418,0
"386","36081003100",7,1775765.17663574,3.9419626491729e-06
"387","36081003200",16,1731989.34860229,9.23793209982033e-06
"388","36081003302",10,3527015.33465576,2.83525844124973e-06
"389","36081003800",5,1896703.54129028,2.63615261486707e-06
"390","36081004001",11,1875952.91720581,5.86368660914169e-06
"391","36081004002",3,1396952.36395264,2.14753206867525e-06
"392","36081004200",1,2156063.82200623,4.63808162723817e-07
"393","36081004300",0,1841331.48486328,0
"394","36081004500",4,2375492.22938538,1.68386153847152e-06
"395","36081004700",0,1928980.71578979,0
"396","36081005000",0,1637675.63626099,0
"397","36081005100",4,1476104.39491272,2.7098354383238e-06
"398","36081005200",2,1405250.22964478,1.42323406736291e-06
"399","36081005300",8,2111785.60340881,3.7882633478922e-06
"400","36081005500",4,1786238.07707214,2.23934314879038e-06
"401","36081005700",2,2406263.40641785,8.31164200338879e-07
"402","36081006300",5,2288295.47332764,2.18503250925415e-06
"403","36081006501",6,1198418.20826721,5.00659949807954e-06
"404","36081006502",3,1650722.20768738,1.81738634521851e-06
"405","36081006900",4,2266843.34786987,1.76456833850418e-06
"406","36081007100",2,2102179.87902832,9.51393370259281e-07
"407","36081007300",0,1522290.21543884,0
"408","36081007500",0,1391240.1547699,0
"409","36081007700",2,1363202.22373962,1.46713375695168e-06
"410","36081007900",2,1727510.95401001,1.15773506116269e-06
"411","36081008300",5,2059577.35636902,2.42768254590586e-06
"412","36081008500",4,2942541.84492493,1.35936894386018e-06
"413","36081009400",3,1869642.07943726,1.60458519467157e-06
"414","36081009500",57,1770676.84448242,3.21910800254811e-05
"415","36081009600",2,2222233.91026306,8.99995266368358e-07
"416","36081009700",1,2171669.75843811,4.60475169447132e-07
"417","36081009800",0,1460890.81140137,0
"418","36081009900",110,2674946.18130493,4.11223226728017e-05
"419","36081010000",3,2403901.65507507,1.24797118620325e-06
"420","36081010100",0,1860062.55683899,0
"421","36081010200",4,2302072.58329773,1.73756467498952e-06
"422","36081010300",2,2695889.59896851,7.41870142147227e-07
"423","36081010400",1,2007367.91673279,4.98164781684669e-07
"424","36081010500",3,2131456.33666992,1.40748836764212e-06
"425","36081010800",1,1696627.40313721,5.89404602419432e-07
"426","36081011000",1,1776467.63868713,5.62914841915744e-07
"427","36081011100",5,1622555.67732239,3.081558352593e-06
"428","36081011200",2,2029245.37055969,9.85588056040939e-07
"429","36081011300",1,1922996.07481384,5.20021862289452e-07
"430","36081011400",0,1280315.33189392,0
"431","36081011500",0,1997218.90737915,0
"432","36081011600",0,1471248.55175781,0
"433","36081011700",7,2290673.09605408,3.05587035184471e-06
"434","36081011800",1,1681621.45097351,5.94664155491766e-07
"435","36081011900",0,1199794.97293091,0
"436","36081012000",2,1553008.39875793,1.28782304178108e-06
"437","36081012100",3,1484400.48136902,2.02101793798476e-06
"438","36081012200",1,2262780.10620117,4.41934237118088e-07
"439","36081012400",4,2134135.60905457,1.87429513992881e-06
"440","36081012601",3,1618300.19200134,1.8537969746453e-06
"441","36081012602",1,1605869.87942505,6.22715459585076e-07
"442","36081012800",1,1721777.16860962,5.80795249368724e-07
"443","36081013200",3,2070930.76065063,1.44862399892958e-06
"444","36081013400",23,2055533.42289734,1.11893096671621e-05
"445","36081013500",0,1461831.69696045,0
"446","36081014000",5,2390486.95433044,2.09162404795489e-06
"447","36081014201",4,2270918.85931396,1.76140155056372e-06
"448","36081014202",255,6663004.33378601,3.82710241845371e-05
"449","36081014300",6,1469451.95593262,4.08315493118111e-06
"450","36081014400",5,2370737.93663025,2.10904795622707e-06
"451","36081014500",3,1374739.91706848,2.18223095347173e-06
"452","36081014700",2,1592386.54576111,1.25597644951469e-06
"453","36081014800",4,1685384.5007019,2.37334566583124e-06
"454","36081014900",0,1147477.75151062,0
"455","36081015000",1,1583628.11305237,6.31461383994091e-07
"456","36081015100",1,1435760.68489075,6.96494903728397e-07
"457","36081015200",18,2001448.59910583,8.99348602209505e-06
"458","36081015300",0,1309390.50650024,0
"459","36081015400",1,1617854.35197449,6.18102611511081e-07
"460","36081015600",2,2253099.3969574,8.87666120145793e-07
"461","36081015700",1,1383061.46257019,7.23033666299736e-07
"462","36081015801",8,3201805.24043274,2.49859045109151e-06
"463","36081015802",4,2997105.48381042,1.33462102739024e-06
"464","36081016100",0,1157640.35839844,0
"465","36081016400",0,2129308.67201233,0
"466","36081016800",0,2276026.71659851,0
"467","36081016900",0,2483619.45767212,0
"468","36081017000",6,2352796.54266357,2.55015675652408e-06
"469","36081017200",17,2056699.08235168,8.26567199153013e-06
"470","36081017400",6,2056259.49000549,2.91791966391556e-06
"471","36081017600",6,2052682.33480835,2.92300464531459e-06
"472","36081017800",3,2036947.54794312,1.47279197396583e-06
"473","36081017901",3,1037434.78756714,2.89174802691475e-06
"474","36081017902",43,4062482.13369751,1.05846619344669e-05
"475","36081018000",16,1491934.50502014,1.07243313605003e-05
"476","36081018101",0,1035687.63220215,0
"477","36081018102",1,1038481.14535522,9.62944781879446e-07
"478","36081018200",186,2804355.83499146,6.63253919774294e-05
"479","36081018300",4,2314483.75422668,1.72824717075471e-06
"480","36081018401",1,2062676.91712952,4.84806899081233e-07
"481","36081018402",2,2287905.7684021,8.7416187660422e-07
"482","36081018501",0,1060458.04177856,0
"483","36081018502",2,1059000.89306641,1.88857253388037e-06
"484","36081018600",49,1940917.90808105,2.52457869526514e-05
"485","36081018700",327,2598746.89707947,0.000125829876071229
"486","36081018800",86,1916871.62150574,4.48647676950037e-05
"487","36081018900",5,2343180.00059509,2.13385228566741e-06
"488","36081019000",1,2026398.50997925,4.93486347860688e-07
"489","36081019200",41,2159253.19177246,1.89880464950683e-05
"490","36081019400",344,3276890.918396,0.000104977556033017
"491","36081019600",2,2402963.98629761,8.3230544086577e-07
"492","36081019800",5,2231765.01948547,2.240379231839e-06
"493","36081019901",255,3440003.40861511,7.4127833525217e-05
"494","36081019902",186,6790187.99069214,2.73924669324274e-05
"495","36081019903",235,7106079.90124512,3.30702726771794e-05
"496","36081020200",143,1629223.5687561,8.77718704432808e-05
"497","36081020400",6,3087462.9331665,1.9433431687701e-06
"498","36081020500",1139,6083749.96292114,0.000187220054562056
"499","36081020600",262,1593891.97496033,0.000164377513731143
"500","36081020800",188,5842045.05673218,3.21805118198044e-05
"501","36081021200",223,2579753.73922729,8.64423594427253e-05
"502","36081021400",395,4079387.03192139,9.68282727059499e-05
"503","36081021602",173,1207641.50062561,0.000143254434292278
"504","36081021603",77,3232869.36811829,2.38178507178031e-05
"505","36081022002",117,3309867.25663757,3.53488496450634e-05
"506","36081023000",0,1782960.06773376,0
"507","36081023200",0,3557225.47622681,0
"508","36081023501",77,1481337.9937439,5.19800344858448e-05
"509","36081023502",3,1265214.14715576,2.37114010046765e-06
"510","36081023600",3,1897473.67378235,1.58104960371857e-06
"511","36081023800",3,1686741.44136047,1.77857727713164e-06
"512","36081024000",4,2901926.00447083,1.37839489836661e-06
"513","36081024600",6,3270870.56288147,1.83437402509572e-06
"514","36081025100",14,2646559.91148376,5.28988591539236e-06
"515","36081025301",11,1370376.21395874,8.02699279800196e-06
"516","36081025302",6,1131234.79814148,5.30393867821029e-06
"517","36081025401",1,2727728.59968567,3.66605387396398e-07
"518","36081025402",4,4070763.15586853,9.82616734710661e-07
"519","36081025500",6,2345871.57817078,2.55768476664804e-06
"520","36081025700",0,1621552.76779175,0
"521","36081025800",2,2280364.86979675,8.77052627186921e-07
"522","36081025900",2,2014820.56840515,9.92644224186732e-07
"523","36081026000",4,1920964.55867004,2.08228724572064e-06
"524","36081026200",2,1540068.84220886,1.29864324579899e-06
"525","36081026400",2,2739605.46011353,7.30032126566546e-07
"526","36081026600",0,1861807.70935059,0
"527","36081026700",2,2256191.11665344,8.86449727258282e-07
"528","36081026901",2,1230343.79656982,1.62556190032085e-06
"529","36081026902",0,844998.013946533,0
"530","36081027000",2,1992019.02175903,1.00400647692306e-06
"531","36081027101",0,967871.941604614,0
"532","36081027102",0,528308.62046814,0
"533","36081027200",3,1653862.58903503,1.81393546228674e-06
"534","36081027301",0,1061782.6222229,0
"535","36081027302",1,1254853.34902954,7.96905870134837e-07
"536","36081027400",2,1546921.13589478,1.29289073217242e-06
"537","36081027500",5,1911640.09941101,2.61555509404753e-06
"538","36081027600",2,1708235.14523315,1.17079900011484e-06
"539","36081027701",0,793890.559768677,0
"540","36081027702",4,1082232.83940125,3.69606230227963e-06
"541","36081027800",0,1887113.23054504,0
"542","36081027900",7,1913241.98979187,3.65871125416889e-06
"543","36081028000",1,1775383.29948425,5.63258649718346e-07
"544","36081028100",4,1877449.65646362,2.13054980527916e-06
"545","36081028200",3,1960738.87245178,1.53003545864763e-06
"546","36081028300",4,1913172.77774048,2.09076777933467e-06
"547","36081028400",1,4625514.52354431,2.16192165198035e-07
"548","36081028500",3,1701419.4168396,1.76323366849341e-06
"549","36081028700",6,2104677.73698425,2.85079273399702e-06
"550","36081028801",1,2567424.27046204,3.89495422125942e-07
"551","36081028802",6,2152636.10179138,2.78728020728024e-06
"552","36081028900",5,1859020.47817993,2.68958844654322e-06
"553","36081030903",7,3785831.21806335,1.84899949226497e-06
"554","36081032700",2,1623732.64257813,1.23172987199693e-06
"555","36081032800",3,3949347.62451172,7.59619128329051e-07
"556","36081033000",14,8815525.97109985,1.5881071697703e-06
"557","36081033401",2,6035942.44216919,3.31348421420871e-07
"558","36081033403",2,2720742.62600708,7.3509341930485e-07
"559","36081033404",0,2473631.60055542,0
"560","36081033405",1,2959525.03860474,3.37892055973768e-07
"561","36081033700",2,1623669.19725037,1.231778002186e-06
"562","36081033900",0,1623371.63121033,0
"563","36081035100",2,1498730.14102173,1.33446305325957e-06
